week_date,unit,row,col,artist_type,local_pct
2026-04-16,97,10,7,International,28
2026-04-16,98,10,8,International,28
2026-04-16,99,10,9,International,28
2026-04-16,100,10,10,International,28
2026-04-23,1,1,1,Local,27
2026-04-23,2,1,2,Local,27
2026-04-23,3,1,3,Local,27
2026-04-23,4,1,4,Local,27
2026-04-23,5,1,5,Local,27
2026-04-23,6,1,6,Local,27
2026-04-23,7,1,7,Local,27
2026-04-23,8,1,8,Local,27
2026-04-23,9,1,9,Local,27
2026-04-23,10,1,10,Local,27
2026-04-23,11,2,1,Local,27
2026-04-23,12,2,2,Local,27
2026-04-23,13,2,3,Local,27
2026-04-23,14,2,4,Local,27
2026-04-23,15,2,5,Local,27
2026-04-23,16,2,6,Local,27
2026-04-23,17,2,7,Local,27
2026-04-23,18,2,8,Local,27
2026-04-23,19,2,9,Local,27
2026-04-23,20,2,10,Local,27
2026-04-23,21,3,1,Local,27
2026-04-23,22,3,2,Local,27
2026-04-23,23,3,3,Local,27
2026-04-23,24,3,4,Local,27
2026-04-23,25,3,5,Local,27
2026-04-23,26,3,6,Local,27
2026-04-23,27,3,7,Local,27
2026-04-23,28,3,8,International,27
2026-04-23,29,3,9,International,27
2026-04-23,30,3,10,International,27
2026-04-23,31,4,1,International,27
2026-04-23,32,4,2,International,27
2026-04-23,33,4,3,International,27
2026-04-23,34,4,4,International,27
2026-04-23,35,4,5,International,27
2026-04-23,36,4,6,International,27
2026-04-23,37,4,7,International,27
2026-04-23,38,4,8,International,27
2026-04-23,39,4,9,International,27
2026-04-23,40,4,10,International,27
2026-04-23,41,5,1,International,27
2026-04-23,42,5,2,International,27
2026-04-23,43,5,3,International,27
2026-04-23,44,5,4,International,27
2026-04-23,45,5,5,International,27
2026-04-23,46,5,6,International,27
2026-04-23,47,5,7,International,27
2026-04-23,48,5,8,International,27
2026-04-23,49,5,9,International,27
2026-04-23,50,5,10,International,27
2026-04-23,51,6,1,International,27
2026-04-23,52,6,2,International,27
2026-04-23,53,6,3,International,27
2026-04-23,54,6,4,International,27
2026-04-23,55,6,5,International,27
2026-04-23,56,6,6,International,27
2026-04-23,57,6,7,International,27
2026-04-23,58,6,8,International,27
2026-04-23,59,6,9,International,27
2026-04-23,60,6,10,International,27
2026-04-23,61,7,1,International,27
2026-04-23,62,7,2,International,27
2026-04-23,63,7,3,International,27
2026-04-23,64,7,4,International,27
2026-04-23,65,7,5,International,27
2026-04-23,66,7,6,International,27
2026-04-23,67,7,7,International,27
2026-04-23,68,7,8,International,27
2026-04-23,69,7,9,International,27
2026-04-23,70,7,10,International,27
2026-04-23,71,8,1,International,27
2026-04-23,72,8,2,International,27
2026-04-23,73,8,3,International,27
2026-04-23,74,8,4,International,27
2026-04-23,75,8,5,International,27
2026-04-23,76,8,6,International,27
2026-04-23,77,8,7,International,27
2026-04-23,78,8,8,International,27
2026-04-23,79,8,9,International,27
2026-04-23,80,8,10,International,27
2026-04-23,81,9,1,International,27
2026-04-23,82,9,2,International,27
2026-04-23,83,9,3,International,27
2026-04-23,84,9,4,International,27
2026-04-23,85,9,5,International,27
2026-04-23,86,9,6,International,27
2026-04-23,87,9,7,International,27
2026-04-23,88,9,8,International,27
2026-04-23,89,9,9,International,27
2026-04-23,90,9,10,International,27
2026-04-23,91,10,1,International,27
2026-04-23,92,10,2,International,27
2026-04-23,93,10,3,International,27
2026-04-23,94,10,4,International,27
2026-04-23,95,10,5,International,27
2026-04-23,96,10,6,International,27
2026-04-23,97,10,7,International,27
2026-04-23,98,10,8,International,27
2026-04-23,99,10,9,International,27
2026-04-23,100,10,10,International,27
2026-04-30,1,1,1,Local,15
2026-04-30,2,1,2,Local,15
2026-04-30,3,1,3,Local,15
2026-04-30,4,1,4,Local,15
2026-04-30,5,1,5,Local,15
2026-04-30,6,1,6,Local,15
2026-04-30,7,1,7,Local,15
2026-04-30,8,1,8,Local,15
2026-04-30,9,1,9,Local,15
2026-04-30,10,1,10,Local,15
2026-04-30,11,2,1,Local,15
2026-04-30,12,2,2,Local,15
2026-04-30,13,2,3,Local,15
2026-04-30,14,2,4,Local,15
2026-04-30,15,2,5,Local,15
2026-04-30,16,2,6,International,15
2026-04-30,17,2,7,International,15
2026-04-30,18,2,8,International,15
2026-04-30,19,2,9,International,15
2026-04-30,20,2,10,International,15
2026-04-30,21,3,1,International,15
2026-04-30,22,3,2,International,15
2026-04-30,23,3,3,International,15
2026-04-30,24,3,4,International,15
2026-04-30,25,3,5,International,15
2026-04-30,26,3,6,International,15
2026-04-30,27,3,7,International,15
2026-04-30,28,3,8,International,15
2026-04-30,29,3,9,International,15
2026-04-30,30,3,10,International,15
2026-04-30,31,4,1,International,15
2026-04-30,32,4,2,International,15
2026-04-30,33,4,3,International,15
2026-04-30,34,4,4,International,15
2026-04-30,35,4,5,International,15
2026-04-30,36,4,6,International,15
2026-04-30,37,4,7,International,15
2026-04-30,38,4,8,International,15
2026-04-30,39,4,9,International,15
2026-04-30,40,4,10,International,15
2026-04-30,41,5,1,International,15
2026-04-30,42,5,2,International,15
2026-04-30,43,5,3,International,15
2026-04-30,44,5,4,International,15
2026-04-30,45,5,5,International,15
2026-04-30,46,5,6,International,15
2026-04-30,47,5,7,International,15
2026-04-30,48,5,8,International,15
2026-04-30,49,5,9,International,15
2026-04-30,50,5,10,International,15
2026-04-30,51,6,1,International,15
2026-04-30,52,6,2,International,15
2026-04-30,53,6,3,International,15
2026-04-30,54,6,4,International,15
2026-04-30,55,6,5,International,15
2026-04-30,56,6,6,International,15
2026-04-30,57,6,7,International,15
2026-04-30,58,6,8,International,15
2026-04-30,59,6,9,International,15
2026-04-30,60,6,10,International,15
2026-04-30,61,7,1,International,15
2026-04-30,62,7,2,International,15
2026-04-30,63,7,3,International,15
2026-04-30,64,7,4,International,15
2026-04-30,65,7,5,International,15
2026-04-30,66,7,6,International,15
2026-04-30,67,7,7,International,15
2026-04-30,68,7,8,International,15
2026-04-30,69,7,9,International,15
2026-04-30,70,7,10,International,15
2026-04-30,71,8,1,International,15
2026-04-30,72,8,2,International,15
2026-04-30,73,8,3,International,15
2026-04-30,74,8,4,International,15
2026-04-30,75,8,5,International,15
2026-04-30,76,8,6,International,15
2026-04-30,77,8,7,International,15
2026-04-30,78,8,8,International,15
2026-04-30,79,8,9,International,15
2026-04-30,80,8,10,International,15
2026-04-30,81,9,1,International,15
2026-04-30,82,9,2,International,15
2026-04-30,83,9,3,International,15
2026-04-30,84,9,4,International,15
2026-04-30,85,9,5,International,15
2026-04-30,86,9,6,International,15
2026-04-30,87,9,7,International,15
2026-04-30,88,9,8,International,15
2026-04-30,89,9,9,International,15
2026-04-30,90,9,10,International,15
2026-04-30,91,10,1,International,15
2026-04-30,92,10,2,International,15
2026-04-30,93,10,3,International,15
2026-04-30,94,10,4,International,15
2026-04-30,95,10,5,International,15
2026-04-30,96,10,6,International,15
2026-04-30,97,10,7,International,15
2026-04-30,98,10,8,International,15
2026-04-30,99,10,9,International,15
2026-04-30,100,10,10,International,15
